1,1039186800000,10,23,29,33,37,40,16
2,1039791600000,9,13,21,25,32,42,2
3,1040396400000,11,16,19,21,27,31,30
4,1041001200000,14,27,30,31,40,42,2
5,1041606000000,16,24,29,40,41,42,3
6,1042210800000,14,15,26,27,40,42,34
7,1042815600000,2,9,16,25,26,40,42
8,1043420400000,8,19,25,34,37,39,9
9,1044025200000,2,4,16,17,36,39,14
10,1044630000000,9,25,30,33,41,44,6
11,1045234800000,1,7,36,37,41,42,14
12,1045839600000,2,11,21,25,39,45,44
13,1046444400000,22,23,25,37,38,42,26
14,1047049200000,2,6,12,31,33,40,15
15,1047654000000,3,4,16,30,31,37,13
16,1048258800000,6,7,24,37,38,40,33
17,1048863600000,3,4,9,17,32,37,1
18,1049468400000,3,12,13,19,32,35,29
19,1050073200000,6,30,38,39,40,43,26
20,1050678000000,10,14,18,20,23,30,41
21,1051282800000,6,12,17,18,31,32,21
22,1051887600000,4,5,6,8,17,39,25
23,1052492400000,5,13,17,18,33,42,44
24,1053097200000,7,8,27,29,36,43,6
25,1053702000000,2,4,21,26,43,44,16
26,1054306800000,4,5,7,18,20,25,31
27,1054911600000,1,20,26,28,37,43,27
28,1055516400000,9,18,23,25,35,37,1
29,1056121200000,1,5,13,34,39,40,11
30,1056726000000,8,17,20,35,36,44,4
31,1057330800000,7,9,18,23,28,35,32
32,1057935600000,6,14,19,25,34,44,11
33,1058540400000,4,7,32,33,40,41,9
34,1059145200000,9,26,35,37,40,42,2
35,1059750000000,2,3,11,26,37,43,39
36,1060354800000,1,10,23,26,28,40,31
37,1060959600000,7,27,30,33,35,37,42
38,1061564400000,16,17,22,30,37,43,36
39,1062169200000,6,7,13,15,21,43,8
40,1062774000000,7,13,18,19,25,26,6
41,1063378800000,13,20,23,35,38,43,34
42,1063983600000,17,18,19,21,23,32,1
43,1064588400000,6,31,35,38,39,44,1
44,1065193200000,3,11,21,30,38,45,39
45,1065798000000,1,10,20,27,33,35,17
46,1066402800000,8,13,15,23,31,38,39
47,1067007600000,14,17,26,31,36,45,27
48,1067612400000,6,10,18,26,37,38,3
49,1068217200000,4,7,16,19,33,40,30
50,1068822000000,2,10,12,15,22,44,1
51,1069426800000,2,3,11,16,26,44,35
52,1070031600000,2,4,15,16,20,29,1
53,1070636400000,7,8,14,32,33,39,42
54,1071241200000,1,8,21,27,36,39,37
55,1071846000000,17,21,31,37,40,44,7
56,1072450800000,10,14,30,31,33,37,19
57,1073055600000,7,10,16,25,29,44,6
58,1073660400000,10,24,25,33,40,44,1
59,1074265200000,6,29,36,39,41,45,13
60,1074870000000,2,8,25,36,39,42,11
61,1075474800000,14,15,19,30,38,43,8
62,1076079600000,3,8,15,27,29,35,21
63,1076684400000,3,20,23,36,38,40,5
64,1077289200000,14,15,18,21,26,36,39
65,1077894000000,4,25,33,36,40,43,39
66,1078498800000,2,3,7,17,22,24,45
67,1079103600000,3,7,10,15,36,38,33
68,1079708400000,10,12,15,16,26,39,38
69,1080313200000,5,8,14,15,19,39,35
70,1080918000000,5,19,22,25,28,43,26
71,1081522800000,5,9,12,16,29,41,21
72,1082127600000,2,4,11,17,26,27,1
73,1082732400000,3,12,18,32,40,43,38
74,1083337200000,6,15,17,18,35,40,23
75,1083942000000,2,5,24,32,34,44,28
76,1084546800000,1,3,15,22,25,37,43
77,1085151600000,2,18,29,32,43,44,37
78,1085756400000,10,13,25,29,33,35,38
79,1086361200000,3,12,24,27,30,32,14
80,1086966000000,17,18,24,25,26,30,1
81,1087570800000,5,7,11,13,20,33,6
82,1088175600000,1,2,3,14,27,42,39
83,1088780400000,6,10,15,17,19,34,14
84,1089385200000,16,23,27,34,42,45,11
85,1089990000000,6,8,13,23,31,36,21
86,1090594800000,2,12,37,39,41,45,33
87,1091199600000,4,12,16,23,34,43,26
88,1091804400000,1,17,20,24,30,41,27
89,1092409200000,4,26,28,29,33,40,37
90,1093014000000,17,20,29,35,38,44,10
91,1093618800000,1,21,24,26,29,42,27
92,1094223600000,3,14,24,33,35,36,17
93,1094828400000,6,22,24,36,38,44,19
94,1095433200000,5,32,34,40,41,45,6
95,1096038000000,8,17,27,31,34,43,14
96,1096642800000,1,3,8,21,22,31,20
97,1097247600000,6,7,14,15,20,36,3
98,1097852400000,6,9,16,23,24,32,43
99,1098457200000,1,3,10,27,29,37,11
100,1099062000000,1,7,11,23,37,42,6
101,1099666800000,1,3,17,32,35,45,8
102,1100271600000,17,22,24,26,35,40,42
103,1100876400000,5,14,15,27,30,45,10
104,1101481200000,17,32,33,34,42,44,35
105,1102086000000,8,10,20,34,41,45,28
106,1102690800000,4,10,12,22,24,33,29
107,1103295600000,1,4,5,6,9,31,17
108,1103900400000,7,18,22,23,29,44,12
109,1104505200000,1,5,34,36,42,44,33
110,1105110000000,7,20,22,23,29,43,1
111,1105714800000,7,18,31,33,36,40,27
